model,brand,reference,price_dt,old_price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
Smartphone XIAOMI Redmi Note 13 Pro 12Go 512Go - Noir,Xiaomi,REDMI-N13PRO-12/512-MBK,1 199.000,749.000,12,512.0,5000.0,6.67,,,,Android 13,Octa Core,Noir,,Non,"Smartphone XIAOMI Redmi Note 13 Pro 12Go 512Go - Noir [REDMI-N13PRO-12/512-MBK] Écran 6.67"" AMOLED FHD+ (1080x2400px), 120 Hz - Corning Gorilla Glass 5 - Processeur: MediaTek Helio G99-Ultra (6nm) Octa-core (jusqu'à 2,2 GHz), Mali-G57 MC2 - Systéme d'exploitation: HyperOS basé sur Android 13 - Mémoi... 749,000 DT 1 199,000 DT Disponibilité Épuisé",https://www.mytek.tn/smartphone-xiaomi-redmi-note-13-pro-12go-512go-noir.html
Smartphone Xiaomi Redmi Note 14 4G  8Go 256Go - Midnight Black,Xiaomi,REDMI-N14-8/256-MB,999.000,779.000,8,256.0,5000.0,6.67,108.0,,4G,,,Midnight Black,,En arrivage,"Smartphone Xiaomi Redmi Note 14 4G  8Go 256Go - Midnight Black [REDMI-N14-8/256-MB] écran 6,67 "" AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire : 256Go - Caméra arrière : 108MP+2MP+2MP - Ca... 779,000 DT 999,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-256go-noir-de-minuit.html
Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - ocean blue,Xiaomi,REDMI-N14-8/256-OBLUE,999.000,779.000,8,256.0,5000.0,6.67,108.0,,4G,,,ocean blue,,En arrivage,"Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - ocean blue [REDMI-N14-8/256-OBLUE] écran 6,67 "", AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire : 256Go - Caméra arrière : 108MP+2MP+2MP - C... 779,000 DT 999,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-256go-ocean-blue.html
Smartphone Xiaomi Redmi Note 14  4G  8Go 256Go - Lime Green,Xiaomi,REDMI-N14-8/256-LGREEN,999.000,779.000,8,256.0,5000.0,6.67,108.0,,4G,,,Lime Green,,Oui,"Smartphone Xiaomi Redmi Note 14  4G  8Go 256Go - Lime Green [REDMI-N14-8/256-LGREEN] écran 6,67 "" AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire : 256Go - Caméra arrière : 108MP+2MP+2MP - Ca... 779,000 DT 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-256go-lime-vert.html
Smartphone INFINIX Note 50s 5G 8Go 256Go - Red Burgundy,Infinix,X6870-N50S-8/256-BRED,899.000,779.000,8,256.0,5000.0,6.78,,,5G,Android 15,Octa Core,Red Burgundy,,Oui,"Smartphone INFINIX Note 50s 5G 8Go 256Go - Red Burgundy [X6870-N50S-8/256-BRED] Écran 6.78"" Amoled 1B couleurs, 144 Hz (1080 x 2436 pixels) - Processeur: Mediatek Dimensity 7300 Ultimate (4 nm) Octa-core - Système d'exploitation: Android 15, XOS 15 - RAM: 8Go - Stockage: 256Go - Appareil Photo Arriè... 779,000 DT 899,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-note-50s-5g-8go-256go-red-burgundy.html
Smartphone INFINIX Note 50s 5G 8Go 256Go - Adrift,Infinix,X6870-N50S-8/256-ADRIFT,899.000,779.000,8,256.0,5000.0,6.78,,,5G,Android 15,Octa Core,Adrift,,Oui,"Smartphone INFINIX Note 50s 5G 8Go 256Go - Adrift [X6870-N50S-8/256-ADRIFT] Écran 6.78"" Amoled 1B couleurs, 144 Hz (1080 x 2436 pixels) - Processeur: Mediatek Dimensity 7300 Ultimate (4 nm) Octa-core - Système d'exploitation: Android 15, XOS 15 - RAM: 8Go - Stockage: 256Go - Appareil Photo Arriè... 779,000 DT 899,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-note-50s-5g-8go-256go-adrift.html
Smartphone INFINIX Note 50s 5G 8Go 256Go - Titanium Grey,Infinix,X6870-N50S-8/256-TGREY,899.000,779.000,8,256.0,5000.0,6.78,,,5G,Android 15,Octa Core,Titanium Grey,,Oui,"Smartphone INFINIX Note 50s 5G 8Go 256Go - Titanium Grey [X6870-N50S-8/256-TGREY] Écran 6.78"" Amoled 1B couleurs, 144 Hz (1080 x 2436 pixels) - Processeur: Mediatek Dimensity 7300 Ultimate (4 nm) Octa-core - Système d'exploitation: Android 15, XOS 15 - RAM: 8Go - Stockage: 256Go - Appareil Photo Arriè... 779,000 DT 899,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-note-50s-5g-8go-256go-titanium-grey.html
Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - Sand Gold,Xiaomi,REDMI-N14-8/256-SGOLD,999.000,779.000,8,256.0,5000.0,6.67,108.0,,4G,,,Sand Gold,,Oui,"Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - Sand Gold [REDMI-N14-8/256-SGOLD] écran 6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM: 8Go - Mémoire: 256Go - Caméra arrière: 108MP+2MP+2MP - Caméra a... 779,000 DT 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-8go-256go-sand-gold.html
Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - Mist Purple,Xiaomi,REDMI-N14-8/256-MPURPLE,999.000,779.000,8,256.0,5000.0,6.67,108.0,,4G,,,Mist Purple,,En arrivage,"Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - Mist Purple [REDMI-N14-8/256-MPURPLE] écran 6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM: 8Go - Mémoire: 256Go - Caméra arrière: 108MP+2MP+2MP - Caméra a... 779,000 DT 999,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-8go-256go-mist-purple.html
Smartphone Xiaomi Redmi Note 14 4G 8Go 128Go - Océan blue,Xiaomi,REDMI-N14-8/128-OBLUE,789.000,,8,128.0,5000.0,6.67,108.0,,4G,,,Océan blue,,Oui,"Smartphone Xiaomi Redmi Note 14 4G 8Go 128Go - Océan blue [REDMI-N14-8/128-OBLUE] écran 6,67 "" AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire : 128Go - Caméra arrière : 108MP+2MP+2MP - Ca... 789,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-128go-ocean-blue.html
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Sleek Black,Infinix,X6886-HOT60PRO/PLUS-8/256-SBK,799.000,,8,256.0,5000.0,6.78,,,4G,Android 15,Octa Core,Sleek Black,,Oui,"Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Sleek Black [X6886-HOT60PRO/PLUS-8/256-SBK] Écran: 6.78"" AMOLED (1224 x 2720 pixels), 144Hz - Processeur: Mediatek Helio G200 (6 nm) Octa-core - Système d'exploitation: Android 15, jusqu'à 3 mises à jour Android majeures, XOS 15.1 - RAM: 8Go (extensible jusqu'à 16... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-sleek-black.html
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Titanium Silver,Infinix,X6886-HOT60PRO/PLUS-8/256-TSILVER,799.000,,8,256.0,5000.0,6.78,,,4G,Android 15,Octa Core,Titanium Silver,,Oui,"Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Titanium Silver [X6886-HOT60PRO/PLUS-8/256-TSILVER] Écran: 6.78"" AMOLED (1224 x 2720 pixels), 144Hz - Processeur: Mediatek Helio G200 (6 nm) Octa-core - Système d'exploitation: Android 15, jusqu'à 3 mises à jour Android majeures, XOS 15.1 - RAM: 8Go (extensible jusqu'à 16... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-titanium-silver.html
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Misty Violet,Infinix,X6886-HOT60PRO/PLUS-8/256-MVIOLET,799.000,,8,256.0,5000.0,6.78,,,4G,Android 15,Octa Core,Misty Violet,,Oui,"Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Misty Violet [X6886-HOT60PRO/PLUS-8/256-MVIOLET] Écran: 6.78"" AMOLED (1224 x 2720 pixels), 144Hz - Processeur: Mediatek Helio G200 (6 nm) Octa-core - Système d'exploitation: Android 15, jusqu'à 3 mises à jour Android majeures, XOS 15.1 - RAM: 8Go (extensible jusqu'à 16... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-misty-violet.html
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Coral Tides,Infinix,X6886-HOT60PRO/PLUS-8/256-CTIDES,799.000,,8,256.0,5000.0,6.78,,,4G,Android 15,Octa Core,Coral Tides,,Oui,"Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Coral Tides [X6886-HOT60PRO/PLUS-8/256-CTIDES] Écran: 6.78"" AMOLED (1224 x 2720 pixels), 144Hz - Processeur: Mediatek Helio G200 (6 nm) Octa-core - Système d'exploitation: Android 15, jusqu'à 3 mises à jour Android majeures, XOS 15.1 - RAM: 8Go (extensible jusqu'à 16... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-coral-tides.html
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Sonic Yellow,Infinix,X6886-HOT60PRO/PLUS-8/256-SYELLOW,799.000,,8,256.0,5000.0,6.78,,,4G,Android 15,Octa Core,Sonic Yellow,,Oui,"Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Sonic Yellow [X6886-HOT60PRO/PLUS-8/256-SYELLOW] Écran: 6.78"" AMOLED (1224 x 2720 pixels), 144Hz - Processeur: Mediatek Helio G200 (6 nm) Octa-core - Système d'exploitation: Android 15, jusqu'à 3 mises à jour Android majeures, XOS 15.1 - RAM: 8Go (extensible jusqu'à 16... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-sonic-yellow.html
Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Gris,Samsung,SM-A17-6/128-GRAY,799.000,,6,128.0,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Gris,,Oui,"Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Gris [SM-A17-6/128-GRAY] Ecran 6.7"" (1080 x 2340 pixels) Super AMOLED, 90Hz - Processeur: Exynos 1330 (5 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50.0 MP + 5.0 MP + 2.0 MP - Av... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a17-5g-6go-128go-gris.html
Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Bleu,Samsung,SM-A17-6/128-BLUE,799.000,,6,128.0,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Bleu,,Oui,"Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Bleu [SM-A17-6/128-BLUE] Ecran 6.7"" (1080 x 2340 pixels) Super AMOLED, 90Hz - Processeur: Exynos 1330 (5 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50.0 MP + 5.0 MP + 2.0 MP - Av... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a17-5g-6go-128go-bleu.html
Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Noir,Samsung,SM-A17-6/128-BLACK,799.000,,6,128.0,5000.0,6.7,50.0,,5G,Android 15,Octa Core,Noir,,Oui,"Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Noir [SM-A17-6/128-BLACK] Ecran 6.7"" (1080 x 2340 pixels) Super AMOLED, 90Hz - Processeur: Exynos 1330 (5 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50.0 MP + 5.0 MP + 2.0 MP - Av... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a17-5g-6go-128go-noir.html
Smartphone HONOR X7D 5G  8Go 256Go - Desert Gold,Honor,HONOR-X7D-8/256-DGOLD,799.000,,8,256.0,5000.0,6.77,50.0,,5G,Android 15,Snapdragon,Desert Gold,,Oui,"Smartphone HONOR X7D 5G  8Go 256Go - Desert Gold [HONOR-X7D-8/256-DGOLD] Ecran: 6,77 pouces LCD TFT (1610 x 720 pixels) - Processeur: Qualcomm Snapdragon 6s Gen 3 - Système d’exploitation: Android 15 + Magic OS 9.0 - Mémoire: 8Go - Stockage: 256Go - Appareil photo arrière: 50 MP, 2 MP - Appar... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x7d-5g-8go-256go-desert-gold.html
Smartphone HONOR X7D 5G  8Go 256Go - Meteor Silver,Honor,HONOR-X7D-8/256-MSILVER,799.000,,8,256.0,5000.0,6.77,50.0,,5G,Android 15,Snapdragon,Meteor Silver,,Oui,"Smartphone HONOR X7D 5G  8Go 256Go - Meteor Silver [HONOR-X7D-8/256-MSILVER] Ecran: 6,77 pouces LCD TFT (1610 x 720 pixels) - Processeur: Qualcomm Snapdragon 6s Gen 3 - Système d’exploitation: Android 15 + Magic OS 9.0 - Mémoire: 8Go - Stockage: 256Go - Appareil photo arrière: 50 MP, 2 MP - Appar... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x7d-5g-8go-256go-meteor-silver.html
Smartphone HONOR X7D 5G  8Go 256Go - Velvet Black,Honor,HONOR-X7D-8/256-VBLACK,799.000,,8,256.0,5000.0,6.77,50.0,,5G,Android 15,Snapdragon,Velvet Black,,Oui,"Smartphone HONOR X7D 5G  8Go 256Go - Velvet Black [HONOR-X7D-8/256-VBLACK] Ecran: 6,77 pouces LCD TFT (1610 x 720 pixels) - Processeur: Qualcomm Snapdragon 6s Gen 3 - Système d’exploitation: Android 15 + Magic OS 9.0 - Mémoire: 8Go - Stockage: 256Go - Appareil photo arrière: 50 MP, 2 MP - Appar... 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x7d-5g-8go-256go-velvet-black.html
Smartphone Xiaomi Redmi Note 14  5G  6Go 128Go - Coral Green,Xiaomi,REDMI-N14-5G-6/128-CGREEN,919.000,849.000,6,128.0,5000.0,6.67,108.0,,5G,,,Coral Green,,Oui,"Smartphone Xiaomi Redmi Note 14  5G  6Go 128Go - Coral Green [REDMI-N14-5G-6/128-CGREEN] écran 6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Dimension 7025-Ultra, Procédé de fabrication 6 nm - RAM: 6Go - Mémoire: 128Go - Caméra arrière: 108MP+8MP+2MP - Cam... 849,000 DT 919,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-6go-128go-vert-corail.html
Smartphone Xiaomi Redmi Note 14 5G 6Go 128Go - Lavender Purple,Xiaomi,REDMI-N14-5G-6/128-LPURPLE,919.000,849.000,6,128.0,5000.0,6.67,108.0,,5G,,,Lavender Purple,,Non,"Smartphone Xiaomi Redmi Note 14 5G 6Go 128Go - Lavender Purple [REDMI-N14-5G-6/128-LPURPLE] écran 6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Dimension 7025-Ultra, Procédé de fabrication 6 nm - RAM: 6Go - Mémoire: 128Go - Caméra arrière: 108MP+8MP+2MP - Cam... 849,000 DT 919,000 DT Disponibilité Épuisé",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-5g-6go-128go-lavender-violet.html
Smartphone Xiaomi Redmi Note 14  5G  6Go 128Go - Midnight Black,Xiaomi,REDMI-N14-5G-6/128-MB,919.000,849.000,6,128.0,5000.0,6.67,,,5G,,MediaTek,Midnight Black,,En arrivage,"Smartphone Xiaomi Redmi Note 14  5G  6Go 128Go - Midnight Black [REDMI-N14-5G-6/128-MB] écran 6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Mediatek Dimensity 7025 Ultra (6 nm) - Système d'exploitation: Xiaomi HyperOS - RAM: 6Go - Mémoire: 128Go - Caméra ... 849,000 DT 919,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-5g-6go-128go-noir-de-minuit.html
Smartphone OPPO A76 6Go 128Go - Bleu,OPPO,OPPO-A76-BLUE,979.000,869.000,6,128.0,5000.0,6.56,,,4G,Android 11,Octa Core,Bleu,,Oui,"Smartphone OPPO A76 6Go 128Go - Bleu [OPPO-A76-BLUE] Écran 6.56"" HD+ (1612 x 720 Pixels) - Processeur: Qualcomm SM6225 Snapdragon 680 4G (6 nm) Octa-core (4x2,4 GHz Kryo 265 Gold & 4x1,9 GHz Kryo 265 Silver) - Systéme d'exploitation: Android 11, ColorOS 11.1 - Mémoire RAM:... 869,000 DT 979,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-a76-6go-128go-bleu.html
Smartphone OPPO A5 4G 8Go 256Go - Vert aurore,OPPO,OPPO-A5-8/256-AGREEN,899.000,,8,256.0,5000.0,6.67,50.0,,4G,,Snapdragon,Vert aurore,,Oui,"Smartphone OPPO A5 4G 8Go 256Go - Vert aurore [OPPO-A5-8/256-AGREEN] Ecran 6.67″  LCD (720 x 1604 pixels) 90Hz - Processeur: Snapdragon® 6s 4G Gen 1- Système d’exploitation: ColorOS 15.0 - Mémoire RAM: 8 Go - Capacité de stockage: 256 Go - Appareil Photo Arrière: 50 MP , 2 MP - Appareil P... 899,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-a5-4g-8go-256go-vert-aurore.html
Smartphone OPPO A5 4G 8Go 256Go - Blanc brumeux,OPPO,OPPO-A5-8/256-WHITE,899.000,,8,256.0,5000.0,6.67,50.0,,4G,,Snapdragon,Blanc brumeux,,Oui,"Smartphone OPPO A5 4G 8Go 256Go - Blanc brumeux [OPPO-A5-8/256-WHITE] Ecran 6.67″  LCD (720 x 1604 pixels) 90Hz - Processeur: Snapdragon® 6s 4G Gen 1- Système d’exploitation: ColorOS 15.0 - Mémoire RAM: 8 Go - Capacité de stockage: 256 Go - Appareil Photo Arrière: 50 MP , 2 MP - Appareil P... 899,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-a5-4g-8go-256go-blanc-brumeux.html
Smartphone OPPO A5 5G 6Go 128Go - Vert,OPPO,OPPO-A5-5G-6/128-GREEN,899.000,,6,128.0,5000.0,6.67,,,5G,,Octa Core,Vert,,Oui,"Smartphone OPPO A5 5G 6Go 128Go - Vert [OPPO-A5-5G-6/128-GREEN] Ecran 6.67"" HD+ (1604 x 720 Pixels), 120 Hz, 1 000 nits (HBM) - Processeur: MediaTek Dimensity 6300 OCta-Core - Système d’exploitation: ColorOS 15.0 - Mémoire RAM: 6 Go - Capacité de stockage: 128 Go - Appareil Photo Arr... 899,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-a5-5g-6go-128go-vert.html
Smartphone OPPO A5 5G 6Go 128Go - Blanc,OPPO,OPPO-A5-5G-6/128-WHITE,899.000,,6,128.0,5000.0,6.67,50.0,,5G,,MediaTek,Blanc,,Oui,"Smartphone OPPO A5 5G 6Go 128Go - Blanc [OPPO-A5-5G-6/128-WHITE] Ecran 6.67"" HD+ (1604 x 720 Pixels), 120 Hz, 1 000 nits (HBM) - Processeur: MediaTek Dimensity 6300 - Système d’exploitation: ColorOS 15.0 - Mémoire RAM: 6 Go - Capacité de stockage: 128 Go - Appareil Photo Arrière: 50 M... 899,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-a5-5g-6go-128go-blanc.html
Smartphone XIAOMI Redmi Note 14S  8Go 256Go -  Midnight Black,Xiaomi,REDMI-N14S-8/256-MBLACK,999.000,939.000,8,256.0,5000.0,6.67,,,,,Octa Core,Midnight Black,,En arrivage,"Smartphone XIAOMI Redmi Note 14S  8Go 256Go -  Midnight Black [REDMI-N14S-8/256-MBLACK] Écran AMOLED de 6,67"" (2400 x 1080 pixels) ,120 Hz -Luminosité : 500 nits (typ), 1 000 nits (luminosité HBM), 1 300 nits (luminosité maximale) -Processeur : MediaTek Helio G99-Ultra (6 nm) octa-core - Mémoire RAM: 8Go - ... 939,000 DT 999,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14s-8go-256go-midnight-black.html
Smartphone XIAOMI Redmi Note 14S  8Go 256Go - AURORA PURPLE,Xiaomi,REDMI-N14S-8/256-PURPLE,999.000,939.000,8,256.0,5000.0,6.67,,,,,Octa Core,AURORA PURPLE,,Oui,"Smartphone XIAOMI Redmi Note 14S  8Go 256Go - AURORA PURPLE [REDMI-N14S-8/256-PURPLE] Écran AMOLED de 6,67"" (2400 x 1080 pixels) ,120 Hz -Luminosité : 500 nits (typ), 1 000 nits (luminosité HBM), 1 300 nits (luminosité maximale) -Processeur : MediaTek Helio G99-Ultra (6 nm) octa-core - Mémoire RAM: 8Go - ... 939,000 DT 999,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14s-8go-256go-aurora-purple.html
Smartphone Xiaomi Redmi Note 14  5G 8Go 256Go - Coral Green,Xiaomi,REDMI-N14-5G-8/256-CGREEN,1 019.000,959.000,8,256.0,5000.0,,108.0,,5G,,,Coral Green,,En arrivage,"Smartphone Xiaomi Redmi Note 14  5G 8Go 256Go - Coral Green [REDMI-N14-5G-8/256-CGREEN] écran: 6,67 "",  AMOLED  - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Dimension 7025-Ultra, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire: 256Go  - Caméra arrière: 108MP+8MP+2MP... 959,000 DT 1 019,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-256go-vert-corail.html
Smartphone Xiaomi Redmi Note 14  5G  8Go 256Go -  Midnight Black,Xiaomi,REDMI-N14-5G-8/256-MB,1 019.000,959.000,8,256.0,5000.0,6.67,108.0,,5G,,,Midnight Black,,En arrivage,"Smartphone Xiaomi Redmi Note 14  5G  8Go 256Go -  Midnight Black [REDMI-N14-5G-8/256-MB] écran 6,67 "" AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Dimension 7025-Ultra, jusqu'à 2,5 GHz- RAM : 8Go - Mémoire : 256Go - Caméra arrière : 108MP+8MP+2MP - Caméra ava... 959,000 DT 1 019,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-5g-8go-256go-noir-de-minuit.html
Smartphone Xiaomi Redmi Note 14  5G  8Go 256Go - Lavender Purple,Xiaomi,REDMI-N14-5G-8/256-LPURPLE,1 019.000,959.000,8,256.0,5000.0,6.67,108.0,,5G,,,Lavender Purple,,En arrivage,"Smartphone Xiaomi Redmi Note 14  5G  8Go 256Go - Lavender Purple [REDMI-N14-5G-8/256-LPURPLE] écran  6,67 "" AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Dimension 7025-Ultra, jusqu'à 2,5 GHz- RAM : 8Go - Mémoire : 256Go - Caméra arrière : 108MP+8MP+2MP - Caméra av... 959,000 DT 1 019,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-5g-8go-256go-lavender-violet.html
Smartphone Honor 400 Lite 5G 8Go 256Go - Noir,Honor,HONOR-400LITE-8/256-BK,959.000,,8,256.0,5000.0,6.7,,,5G,Android 15,MediaTek,Noir,,Oui,"Smartphone Honor 400 Lite 5G 8Go 256Go - Noir [HONOR-400LITE-8/256-BK] Honor 400 Lite 5G - Écran: 6.7"" Amoled (2412x1080 pixels) - Processeur: MediaTek Dimensity 7025-Ultra - Système d’exploitation: MagicOS 9.0 (basé sur Android 15) - Mémoire: 8Go - Stockage: 256Go - Appareil photo arrière ... 959,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-400-lite-5g-8go-256go-noir.html
Smartphone SAMSUNG GALAXY A16 5G 16Go 256Go - Noir,Samsung,SM-A16-5G-8/256-BK,1 099.000,979.000,16,256.0,5000.0,6.7,,,5G,,Octa Core,Noir,,Oui,"Smartphone SAMSUNG GALAXY A16 5G 16Go 256Go - Noir [SM-A16-5G-8/256-BK] Écran 6.7"" Super Amoled  FHD+ (2340x 1080px) - Processeur: Octa-core - Système d'exploitation: Android - Mémoire RAM: 16Go (extension RAM 8+8 Go) - Stockage: 256Go - Appareil photo Arrière: Trio 50MP + 5MP + 2MP - Appare... 979,000 DT 1 099,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a16-5g-8go-256go-noir.html
Smartphone Honor 400 Lite 5G 8Go 256Go - Vert,Honor,HONOR-400LITE-8/256-GR,979.000,,8,256.0,5000.0,6.7,,,5G,Android 15,MediaTek,Vert,,Oui,"Smartphone Honor 400 Lite 5G 8Go 256Go - Vert [HONOR-400LITE-8/256-GR] Honor 400 Lite 5G - Écran: 6.7"" Amoled (2412x1080 pixels) - Processeur: MediaTek Dimensity 7025-Ultra - Système d’exploitation: MagicOS 9.0 (basé sur Android 15) - Mémoire: 8Go - Stockage: 256Go - Appareil photo arrière ... 979,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-400-lite-5g-8go-256go-vert.html
Smartphone Honor 400 Lite 5G 8Go 256Go - Gris,Honor,HONOR-400LITE-8/256-GREY,979.000,,8,256.0,5000.0,6.7,,,5G,Android 15,MediaTek,Gris,,En arrivage,"Smartphone Honor 400 Lite 5G 8Go 256Go - Gris [HONOR-400LITE-8/256-GREY] Honor 400 Lite 5G - Écran: 6.7"" Amoled (2412x1080 pixels) - Processeur: MediaTek Dimensity 7025-Ultra - Système d’exploitation: MagicOS 9.0 (basé sur Android 15) - Mémoire: 8Go - Stockage: 256Go - Appareil photo arrière ... 979,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-honor-400-lite-5g-8go-256go-gris.html
