model,brand,reference,price_dt,old_price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
Smartphone HONOR X6C 12Go 128Go 4G - Blanc,Honor,HONOR-X6C-6/128-WHITE,499.000,,6,128.0,5000.0,6.61,,,4G,Android 15,Octa Core,Blanc,,Oui,"Smartphone HONOR X6C 12Go 128Go 4G - Blanc [HONOR-X6C-6/128-WHITE] Écran 6,61"" LCD TFT (1604 x 720 pixels) 120Hz - Processeur: MediaTek Helio G81 Ultra Octa-core - Système d’exploitation: MagicOS 9.0, Android 15 - Mémoire RAM: 6 Go extensible jusqu'à 12 Go - Appareil photo arrière: IA 5... 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x6c-12go-128go-4g-blanc.html
Smartphone HONOR X6C 12Go 128Go 4G - Noir,Honor,HONOR-X6C-6/128-BLACK,499.000,,6,128.0,5000.0,6.61,,,4G,Android 15,Octa Core,Noir,,Oui,"Smartphone HONOR X6C 12Go 128Go 4G - Noir [HONOR-X6C-6/128-BLACK] Écran 6,61"" LCD TFT (1604 x 720 pixels) 120Hz - Processeur: MediaTek Helio G81 Ultra Octa-core - Système d’exploitation: MagicOS 9.0, Android 15 - Mémoire RAM: 6 Go extensible jusqu'à 12 Go - Stockage: 128 Go - Appareil ... 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x6c-12go-128go-4g-noir.html
Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Sleek Black,Infinix,X6726B-HOT60FF-6/128-SBK,529.000,499.000,6,128.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,Sleek Black,,Oui,"Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Sleek Black [X6726B-HOT60FF-6/128-SBK] Écran: 6.7"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Octa-core - Système d'exploitation: Android 15/15 (édition Go), XOS 15.1 - RAM: 6Go - Stockage: 128Go - Appareil Photo Arrière: 50MP, Frontale: 8MP - Co... 499,000 DT 529,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-ff-5g-6go-128go-sleek-black.html
Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Tandra Green,Infinix,X6726B-HOT60FF-6/128-TGREEN,529.000,499.000,6,128.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,Tandra Green,,Oui,"Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Tandra Green [X6726B-HOT60FF-6/128-TGREEN] Écran: 6.7"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Octa-core - Système d'exploitation: Android 15/15 (édition Go), XOS 15.1 - RAM: 6Go - Stockage: 128Go - Appareil Photo Arrière: 50MP, Frontale: 8MP - Co... 499,000 DT 529,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-ff-5g-6go-128go-tandra-green.html
Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Shadow Blue,Infinix,X6726B-HOT60FF-6/128-SBLUE,529.000,499.000,6,128.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,Shadow Blue,,Oui,"Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Shadow Blue [X6726B-HOT60FF-6/128-SBLUE] Écran: 6.7"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Octa-core - Système d'exploitation: Android 15/15 (édition Go), XOS 15.1 - RAM: 6Go - Stockage: 128Go - Appareil Photo Arrière: 50MP, Frontale: 8MP - Co... 499,000 DT 529,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-ff-5g-6go-128go-shadow-blue.html
Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Caramel Glow,Infinix,X6726B-HOT60FF-6/128-CGLOW,529.000,499.000,6,128.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,Caramel Glow,,Oui,"Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Caramel Glow [X6726B-HOT60FF-6/128-CGLOW] Écran: 6.7"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Octa-core - Système d'exploitation: Android 15/15 (édition Go), XOS 15.1 - RAM: 6Go - Stockage: 128Go - Appareil Photo Arrière: 50MP, Frontale: 8MP - Co... 499,000 DT 529,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-ff-5g-6go-128go-caramel-glow.html
Smartphone XIAOMI Redmi 13 8Go 128Go - Noir,Xiaomi,BU-REDMI13-8/128-BK,699.000,499.000,8,128.0,5030.0,6.79,,,,Android 14,Octa Core,Noir,,Oui,"Smartphone XIAOMI Redmi 13 8Go 128Go - Noir [BU-REDMI13-8/128-BK] Écran 6,79"" FHD+ (2460 x 1080 pixels), 90Hz - Processeur: Mediatek Helio G91 Ultra (12 nm) Octa-core - Systéme d'exploitation: Android 14, HyperOS - Mémoire RAM: 8Go (extensible jusqu'à 16Go) - Stockage: 128Go - Appareil... 499,000 DT 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-13-8go-128go-noir.html
Smartphone SAMSUNG GALAXY A07 TA 12Go 128Go - Vert,Samsung,SM-A07TA-6/128-GREEN,499.000,,12,128.0,5000.0,6.7,50.0,,,Android 15,Octa Core,Vert,,Oui,"Smartphone SAMSUNG GALAXY A07 TA 12Go 128Go - Vert [SM-A07TA-6/128-GREEN] Ecran 6.7"" 720 x 1600 (HD+) PLS LCD, 90Hz - Processeur: Mediatek Helio G99 (6 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 12 Go (6Go + 6Go Extensible) - Stockage: 128Go - Appareil photo arrière: 50.0 MP... 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a07-ta-6go-128go-vert.html
Smartphone SAMSUNG GALAXY A07 TA 12Go 128Go - Noir,Samsung,SM-A07TA-6/128-BLACK,499.000,,12,128.0,5000.0,6.7,50.0,,,Android 15,Octa Core,Noir,,Oui,"Smartphone SAMSUNG GALAXY A07 TA 12Go 128Go - Noir [SM-A07TA-6/128-BLACK] Ecran 6.7"" 720 x 1600 (HD+) PLS LCD, 90Hz - Processeur: Mediatek Helio G99 (6 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 12 Go (6Go + 6Go Extensible) - Stockage: 128Go - Appareil photo arrière: 50.0 MP... 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a07-ta-6go-128go-noir.html
Smartphone SAMSUNG GALAXY A07 TA 12Go 128Go - Violet Clair,Samsung,SM-A07TA-6/128-LVIOLET,499.000,,12,128.0,5000.0,6.7,50.0,,,Android 15,Octa Core,Violet Clair,,Oui,"Smartphone SAMSUNG GALAXY A07 TA 12Go 128Go - Violet Clair [SM-A07TA-6/128-LVIOLET] Ecran 6.7"" 720 x 1600 (HD+) PLS LCD, 90Hz - Processeur: Mediatek Helio G99 (6 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 12 Go (6Go + 6Go Extensible) - Stockage: 128Go - Appareil photo arrière: 50.0 MP... 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a07-ta-6go-128go-violet-clair.html
Smartphone OSCAL Tiger 12 16Go 128Go - Bleu,,OSCAL-TIGER12-8/128-BL,499.000,,8,128.0,5000.0,6.78,,,,Android 13,Octa Core,Bleu,,Oui,"Smartphone OSCAL Tiger 12 16Go 128Go - Bleu [OSCAL-TIGER12-8/128-BL] Écran 6.78"" FHD+ 1080x2460 Pixels, 120 HZ - Processeur: MediaTek Helio G99 Octa-core - Systéme d'exploitation: DokeOS 4.0 basé sur Android 13 - Mémoire RAM: 8Go (extensible jusqu'à 16Go) - Stockage: 128Go (extensible jus... 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oscal-tiger-12-8go-128go-bleu.html
Smartphone OSCAL Tiger 12 16Go 128Go - Gris,,OSCAL-TIGER12-8/128-GR,499.000,,8,128.0,5000.0,6.78,,,,Android 13,Octa Core,Gris,,Oui,"Smartphone OSCAL Tiger 12 16Go 128Go - Gris [OSCAL-TIGER12-8/128-GR] Écran 6.78"" FHD+ 1080x2460 Pixels, 120 HZ - Processeur: MediaTek Helio G99 Octa-core - Systéme d'exploitation: DokeOS 4.0 basé sur Android 13 - Mémoire RAM: 8Go (extensible jusqu'à 16Go) - Stockage: 128Go (extensible jus... 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oscal-tiger-12-8go-128go-gris.html
Smartphone VIVO Y21D 6Go 256Go - Vert Jade,Vivo,VIVO-Y21D-6/256-JGREEN,529.000,,6,256.0,5000.0,6.68,,,,Android 15,Octa Core,Vert Jade,,Oui,"Smartphone VIVO Y21D 6Go 256Go - Vert Jade [VIVO-Y21D-6/256-JGREEN] Smartphone VIVO Y21D - 6,68"" AMOLED (1608 × 720 pixels), 90 Hz, 1000 nits - Protection certifiée SGS Gold Label Five-Star - Processeur: QT7225 (12 nm) Octa-core - Système d'exploitation: Android 15, Funtouch OS 15 - RAM:... 529,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-vivo-y21d-6go-256go-vert-jade.html
Smartphone VIVO Y21D 6Go 256Go - Rouge Corail,Vivo,VIVO-Y21D-6/256-CRED,529.000,,6,256.0,5000.0,6.68,,,,Android 15,Octa Core,Rouge Corail,,Oui,"Smartphone VIVO Y21D 6Go 256Go - Rouge Corail [VIVO-Y21D-6/256-CRED] Smartphone VIVO Y21D - 6,68"" AMOLED (1608 × 720 pixels), 90 Hz, 1000 nits - Protection certifiée SGS Gold Label Five-Star - Processeur: QT7225 (12 nm) Octa-core - Système d'exploitation: Android 15, Funtouch OS 15 - RAM:... 529,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-vivo-y21d-6go-256go-rouge-corail.html
Smartphone Xiaomi Redmi 13C 5G 8Go 128Go - Starry Noir,Xiaomi,REDMI-13C-5G-4/128-SBLACK,699.000,539.000,4,128.0,5030.0,,,,5G,,MediaTek,Starry Noir,,Oui,"Smartphone Xiaomi Redmi 13C 5G 8Go 128Go - Starry Noir [REDMI-13C-5G-4/128-SBLACK] écran : 6,74 "", LCD IPS (720×1600 pixels) - Taux de rafraîchissement: 90 Hz - Processeur: MediaTek Dimensity 6100+, Procédé de fabrication 6 nm - RAM: 4 Go physique + extension virtuelle jusqu’à 8 Go - Mémoire: 128Go - C... 539,000 DT 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-13c-5g-4-go-128-go-starry-noir.html
Smartphone Xiaomi Redmi 13C 5G 8Go 128Go - Starry Silver,Xiaomi,REDMI-13C-5G-4/128-SSILVER,699.000,539.000,4,128.0,5030.0,,,,5G,,MediaTek,Starry Silver,,Oui,"Smartphone Xiaomi Redmi 13C 5G 8Go 128Go - Starry Silver [REDMI-13C-5G-4/128-SSILVER] écran : 6,74 "", LCD IPS (720×1600 pixels) - Taux de rafraîchissement: 90 Hz - Processeur: MediaTek Dimensity 6100+, Procédé de fabrication 6 nm - RAM: 4 Go physique + extension virtuelle jusqu’à 8 Go - Mémoire: 128Go - C... 539,000 DT 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-13c-5g-4-go-128-go-starry-silver.html
Smartphone Xiaomi Redmi 13C 5G 8Go 128Go - Twilight Blue,Xiaomi,REDMI-13C-5G-4/128-TBLUE,699.000,539.000,4,128.0,5030.0,,,,5G,,MediaTek,Twilight Blue,,Oui,"Smartphone Xiaomi Redmi 13C 5G 8Go 128Go - Twilight Blue [REDMI-13C-5G-4/128-TBLUE] écran : 6,74 "", LCD IPS (720×1600 pixels) - Taux de rafraîchissement: 90 Hz - Processeur: MediaTek Dimensity 6100+, Procédé de fabrication 6 nm - RAM: 4 Go physique + extension virtuelle jusqu’à 8 Go - Mémoire: 128Go - C... 539,000 DT 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-13c-5g-4-go-128-go-twilight-blue.html
Smartphone HONOR  X7c  4G  8Go 256Go - Vert,Honor,HONOR-4G-X7C-8/256-GR,649.000,549.000,8,256.0,5000.0,6.77,108.0,,4G,Android 14,Snapdragon,Vert,,Oui,"Smartphone HONOR  X7c  4G  8Go 256Go - Vert [HONOR-4G-X7C-8/256-GR] Ecran : 6,77 pouces LCD TFT (1610 x 720 pixels) -Processeur : Qualcomm Snapdragon 685 - Système d’exploitation : Android 14, Magic OS 8 -Mémoire : 8 Go - Stockage : 256Go - Appareil photo arrière : 108 MP, 2 MP ,Flash ar... 549,000 DT 649,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x7c-4g-8go-256go-vert.html
Smartphone TECNO Spark 30C 5G  4Go 64Go -  Midnight Shadow,Tecno,TECNO-SP30C-4/64-BK,549.000,,4,64.0,5000.0,6.67,48.0,8.0,5G,Android 14,MediaTek,Midnight Shadow,,Oui,"Smartphone TECNO Spark 30C 5G  4Go 64Go -  Midnight Shadow [TECNO-SP30C-4/64-BK] Écran perforé 6.67""HD+ 120 Hz (720 x 1600pixels) - Processeur: MediaTek Dimensity 6300 5G - Système d'exploitation: Android 14 - Mémoire RAM: 4Go  - Stockage: 64Go - Appareil Photo Arrière: 48 MP, triple flash - Avant: 8... 549,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-tecno-spark-30c-5g-4go-64go-midnight-shadow.html
Smartphone HONOR X7c 4G  8Go 256Go - Blanc,Honor,HONOR-4G-X7C-8/256-WH,599.000,549.000,8,256.0,5000.0,6.77,108.0,,4G,Android 14,Snapdragon,Blanc,,Oui,"Smartphone HONOR X7c 4G  8Go 256Go - Blanc [HONOR-4G-X7C-8/256-WH] Ecran: 6,77 pouces LCD TFT (1610 x 720 pixels) -Processeur: Qualcomm Snapdragon 685 - Système d’exploitation: Android 14, Magic OS 8 -Mémoire: 8 Go - Stockage: 256Go - Appareil photo arrière: 108 MP, 2 MP ,Flash arrière ... 549,000 DT 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x7c-4g-8go-256go-blanc.html
Smartphone XIAOMI Redmi 15C 8Go 256Go - Noir De Minuit,Xiaomi,REDMI-15C-8/256-MBLACK,549.000,,8,25.0,5160.0,6.9,,,,Android 15,Octa Core,Noir De Minuit,,Oui,"Smartphone XIAOMI Redmi 15C 8Go 256Go - Noir De Minuit [REDMI-15C-8/256-MBLACK] Écran 6,9"" LCD IPS (1600×720 pixels), jusqu'à 120Hz  - Trois certifications TÜV Rheinland - Processeur: MediaTek Helio G81-Ultra Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 8Go - Stockage: 25... 549,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-noir-de-minuit.html
Smartphone XIAOMI Redmi 15C 8Go 256Go - Vert Menthe,Xiaomi,REDMI-15C-8/256-MGREEN,549.000,,8,25.0,5160.0,6.9,,,,Android 15,Octa Core,Vert Menthe,,Oui,"Smartphone XIAOMI Redmi 15C 8Go 256Go - Vert Menthe [REDMI-15C-8/256-MGREEN] Écran 6,9"" LCD IPS (1600×720 pixels), jusqu'à 120Hz  - Trois certifications TÜV Rheinland - Processeur: MediaTek Helio G81-Ultra Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 8Go - Stockage: 25... 549,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-vert-menthe.html
Smartphone XIAOMI Redmi 15C 8Go 256Go - Bleu Moonlight,Xiaomi,REDMI-15C-8/256-MBLUE,549.000,,8,25.0,5160.0,6.9,,,,Android 15,Octa Core,Bleu Moonlight,,Oui,"Smartphone XIAOMI Redmi 15C 8Go 256Go - Bleu Moonlight [REDMI-15C-8/256-MBLUE] Écran 6,9"" LCD IPS (1600×720 pixels), jusqu'à 120Hz  - Trois certifications TÜV Rheinland - Processeur: MediaTek Helio G81-Ultra Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 8Go - Stockage: 25... 549,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-bleu-moonlight.html
Smartphone XIAOMI Redmi 15C 8Go 256Go - Orange Twilight,Xiaomi,REDMI-15C-8/256-TORANGE,549.000,,8,25.0,5160.0,6.9,,,,Android 15,Octa Core,Orange Twilight,,Oui,"Smartphone XIAOMI Redmi 15C 8Go 256Go - Orange Twilight [REDMI-15C-8/256-TORANGE] Écran 6,9"" LCD IPS (1600×720 pixels), jusqu'à 120Hz  - Trois certifications TÜV Rheinland - Processeur: MediaTek Helio G81-Ultra Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 8Go - Stockage: 25... 549,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-orange-twilight.html
Smartphone SAMSUNG GALAXY A16 12Go 128Go - Gris,Samsung,SM-A16-6/128-GRAY,649.000,559.000,12,128.0,5000.0,6.7,,,,,Octa Core,Gris,,En arrivage,"Smartphone SAMSUNG GALAXY A16 12Go 128Go - Gris [SM-A16-6/128-GRAY] Smartphone SAMSUNG GALAXY A16 - Écran 6.7"" Super Amoled  FHD+ (2340x 1080px) - Processeur: Octa-core - Système d'exploitation: Android - Mémoire RAM: 12Go (extension RAM 6+6 Go) - Stockage: 128Go - Appareil photo Arrière... 559,000 DT 649,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-samsung-galaxy-a16-6go-128go-gris.html
Smartphone SAMSUNG GALAXY A16 12Go 128Go - Noir,Samsung,SM-A16-6/128-BLACK,649.000,559.000,12,128.0,5000.0,6.7,,,,,Octa Core,Noir,,En arrivage,"Smartphone SAMSUNG GALAXY A16 12Go 128Go - Noir [SM-A16-6/128-BLACK] Écran 6.7"" Super Amoled  FHD+ (2340x 1080px) - Processeur: Octa-core - Système d'exploitation: Android - Mémoire RAM: 12Go (extension RAM 6+6 Go) - Stockage: 128Go - Appareil photo Arrière: Trio 50MP + 5MP + 2MP - Appare... 559,000 DT 649,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-samsung-galaxy-a16-6go-128go-noir.html
Smartphone TECNO Spark 30 5G 4 Go 128 Go - Aurora Cloud,Tecno,TECNO-SP30C-4/128-AGOLD,559.000,,4,128.0,5000.0,6.67,48.0,8.0,5G,Android 14,Octa Core,Aurora Cloud,,Oui,"Smartphone TECNO Spark 30 5G 4 Go 128 Go - Aurora Cloud [TECNO-SP30C-4/128-AGOLD] Écran: 6.67"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Dimension 6300 (6 nm) Octa-core - Système d'exploitation: Android 14 - RAM: 4Go - Stockage: 128Go - Appareils Photos Arrière: 48MP - Frontale: 8MP - Co... 559,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-tecno-spark-30-5g-4-go-128-go-aurora-cloud.html
Smartphone TECNO Spark 30 5G 4 Go 128 Go - midnight shadow,Tecno,TECNO-SP30C-4/128-SMIDNIGHT,559.000,,4,128.0,5000.0,6.67,48.0,8.0,5G,Android 14,Octa Core,midnight shadow,,Oui,"Smartphone TECNO Spark 30 5G 4 Go 128 Go - midnight shadow [TECNO-SP30C-4/128-SMIDNIGHT] Écran: 6.67"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Dimension 6300 (6 nm) Octa-core - Système d'exploitation: Android 14 - RAM: 4Go - Stockage: 128Go - Appareils Photos Arrière: 48MP - Frontale: 8MP - Co... 559,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-tecno-spark-30-5g-4-go-128-go-midnight-shadow.html
Smartphone TECNO Spark 30 5G 4 Go 128 Go - Azure Sky,Tecno,TECNO-SP30C-4/128-ASKY,559.000,,4,128.0,5000.0,6.67,48.0,8.0,5G,Android 14,Octa Core,Azure Sky,,Oui,"Smartphone TECNO Spark 30 5G 4 Go 128 Go - Azure Sky [TECNO-SP30C-4/128-ASKY] Écran: 6.67"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Dimension 6300 (6 nm) Octa-core - Système d'exploitation: Android 14 - RAM: 4Go - Stockage: 128Go - Appareils Photos Arrière: 48MP - Frontale: 8MP - Co... 559,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-tecno-spark-30-5g-4-go-128-go-azure-sky.html
Smartphone SAMSUNG GALAXY A16 12Go 128Go - Vert Clair,Samsung,SM-A16-6/128-LGREEN,649.000,559.000,12,128.0,5000.0,6.7,,,,,Octa Core,Vert Clair,,En arrivage,"Smartphone SAMSUNG GALAXY A16 12Go 128Go - Vert Clair [SM-A16-6/128-LGREEN] Écran 6.7"" Super Amoled  FHD+ (2340x 1080px) - Processeur: Octa-core - Système d'exploitation: Android - Mémoire RAM: 12Go (extension RAM 6+6 Go) - Stockage: 128Go - Appareil photo Arrière: Trio 50MP + 5MP + 2MP - Appare... 559,000 DT 649,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-samsung-galaxy-a16-12go-128go-vert-clair.html
Smartphone INFINIX Hot 60I 5G 8Go 256Go - Rouge Prune,Infinix,X6730-HOT60I-8/256-PRED,559.000,,8,1.0,5000.0,6.75,,,5G,,Octa Core,Rouge Prune,,Oui,"Smartphone INFINIX Hot 60I 5G 8Go 256Go - Rouge Prune [X6730-HOT60I-8/256-PRED] Écran: 6,75"" LCD IPS (720 x 1600 pixels), 120 Hz - Processeur: MediaTek Dimensity 6400 (Octa-core, 6 nm) - Système d'exploitation: XOS 15.1 propulsé par Android™ 15 - RAM: 8 Go (4 Go + 4 Go de RAM étendue) - Stockage : 1... 559,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60i-5g-8go-256go-rouge-prune.html
Smartphone INFINIX Hot 60I 5G 8Go 256Go - Sleek Black,Infinix,X6730-HOT60I-8/256-SBK,559.000,,8,1.0,5000.0,6.75,,,5G,,Octa Core,Sleek Black,,Oui,"Smartphone INFINIX Hot 60I 5G 8Go 256Go - Sleek Black [X6730-HOT60I-8/256-SBK] Écran: 6,75"" LCD IPS (720 x 1600 pixels), 120 Hz - Processeur: MediaTek Dimensity 6400 (Octa-core, 6 nm) - Système d'exploitation: XOS 15.1 propulsé par Android™ 15 - RAM: 8 Go (4 Go + 4 Go de RAM étendue) - Stockage : 1... 559,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60i-5g-8go-256go-sleek-black.html
Smartphone INFINIX Hot 60I 5G 8Go 256Go - Shadow Bleu,Infinix,X6730-HOT60I-8/256-SBLUE,559.000,,8,1.0,5000.0,6.75,,,5G,,Octa Core,Shadow Bleu,,Oui,"Smartphone INFINIX Hot 60I 5G 8Go 256Go - Shadow Bleu [X6730-HOT60I-8/256-SBLUE] Écran: 6,75"" LCD IPS (720 x 1600 pixels), 120 Hz - Processeur: MediaTek Dimensity 6400 (Octa-core, 6 nm) - Système d'exploitation: XOS 15.1 propulsé par Android™ 15 - RAM: 8 Go (4 Go + 4 Go de RAM étendue) - Stockage : 1... 559,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60i-5g-8go-256go-shadow-bleu.html
Smartphone XIAOMI Redmi 13 8Go 256Go - Noir,Xiaomi,BU-REDMI13-8/256-BK,729.000,579.000,8,256.0,5030.0,6.79,,,,Android 14,Octa Core,Noir,,En arrivage,"Smartphone XIAOMI Redmi 13 8Go 256Go - Noir [BU-REDMI13-8/256-BK] Écran 6,79"" FHD+ (2460 x 1080 pixels), 90Hz - Processeur: Mediatek Helio G91 Ultra (12 nm) Octa-core - Systéme d'exploitation: Android 14, HyperOS - Mémoire RAM: 8Go (extensible jusqu'à 16Go) - Stockage: 256Go - Appareil... 579,000 DT 729,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-13-8go-256go-noir.html
Smartphone INFINIX Hot 60 FF 5G 8Go 256Go - Sleek Black,Infinix,X6726B-HOT60FF-8/256-SBK,579.000,,8,256.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,Sleek Black,,Oui,"Smartphone INFINIX Hot 60 FF 5G 8Go 256Go - Sleek Black [X6726B-HOT60FF-8/256-SBK] Écran: 6.7"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Octa-core - Système d'exploitation: Android 15, XOS 15.1 - RAM: 8Go - Stockage: 256Go - Appareil Photo Arrière: 50MP, Frontale: 8MP - Connectivité: Wifi... 579,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-ff-5g-8go-256go-sleek-black.html
Smartphone INFINIX Hot 60 FF 5G 8Go 256Go - Tandra Green,Infinix,X6726B-HOT60FF-8/256-TGREEN,579.000,,8,256.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,Tandra Green,,Oui,"Smartphone INFINIX Hot 60 FF 5G 8Go 256Go - Tandra Green [X6726B-HOT60FF-8/256-TGREEN] Écran: 6.7"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Octa-core - Système d'exploitation: Android 15, XOS 15.1 - RAM: 8Go - Stockage: 256Go - Appareil Photo Arrière: 50MP, Frontale: 8MP - Connectivité: Wifi... 579,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-ff-5g-8go-256go-tandra-green.html
Smartphone INFINIX Hot 60 FF 5G 8Go 256Go - Shadow Blue,Infinix,X6726B-HOT60FF-8/256-SBLUE,579.000,,8,256.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,Shadow Blue,,Oui,"Smartphone INFINIX Hot 60 FF 5G 8Go 256Go - Shadow Blue [X6726B-HOT60FF-8/256-SBLUE] Écran: 6.7"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Octa-core - Système d'exploitation: Android 15, XOS 15.1 - RAM: 8Go - Stockage: 256Go - Appareil Photo Arrière: 50MP, Frontale: 8MP - Connectivité: Wifi... 579,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-ff-5g-8go-256go-shadow-blue.html
Smartphone VIVO Y22 4Go 64Go - Bleu,Vivo,VIVO-Y22-BLUE,699.000,589.000,4,64.0,5000.0,,,,4G,Android 12,Octa Core,Bleu,,Oui,"Smartphone VIVO Y22 4Go 64Go - Bleu [VIVO-Y22-BLUE] Écran: 6.55 LCD IPS (720 x 1612pixels) - Processeur: MediaTek MT6769Z Hélio G85 (12 nm) Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55), Mali-G52 MC2 - Système d'exploitation: Android 12, Funtouch 12 - RAM: 4 Go ... 589,000 DT 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-vivo-y22-4go-64go-bleu.html
Smartphone VIVO Y29 16Go 256Go - Noble Brown,Vivo,VIVO-Y29-8/256-NBROWN,599.000,,8,256.0,5000.0,6.68,,,,Android 15,Octa Core,Noble Brown,,Oui,"Smartphone VIVO Y29 16Go 256Go - Noble Brown [VIVO-Y29-8/256-NBROWN] Écran 6.68"" LCD IPS(720 × 1608 pixels) ,120 Hz, 1 000 nits - Processeur: Snapdragon 685 (6 nm) , Octa Core - Système d'exploitation: Android 15 , funtouch OS 15 - RAM: 8Go (extensible jusqu'à 16Go) - Stockage: 256Go - Ap... 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-vivo-y29-16go-256go-noble-brown.html
