model,brand,sku,price_dt,old_price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
Smartphone Honor X6C 12Go 256Go 4G – Blanc,Honor,159167,599.000,,12,256,5300,6.61,,5,4G,Android 15,MediaTek,Blanc,1an,Oui,"– Écran : 6,61″ LCD TFT (1604 x 720 pixels) 120Hz – Processeur: MediaTek Helio G81 Ultra Octa-core – Système d’exploitation: MagicOS 9.0, Android 15 – Mémoire RAM: 6 Go extensible jusqu’à 12 Go – Stockage: 256Go – Appareil photo Arrière: IA 50 MP (F1.8) + objectif auxiliaire – Avant : 5 MP (f/2.2) – Connectivité: Wi-Fi, Bluetooth 5.1, 4G – Double SIM – Capacité de la batterie: 5300 mAh – Résistance à l’eau et à la poussière: IP64 – HONOR SuperCharge 35W – Couleur: Blanc – Garantie: 1an",https://bestbuytunisie.tn/smartphone-honor-x6c-12go-256go-4g-blanc-tunisie/
Smartphone Honor X6C 12Go 256Go 4G – Cyan,Honor,159169,599.000,,12,256,5300,6.61,,5,4G,Android 15,MediaTek,Cyan,1an,Oui,"– Écran : 6,61″ LCD TFT (1604 x 720 pixels) 120Hz – Processeur: MediaTek Helio G81 Ultra Octa-core – Système d’exploitation: MagicOS 9.0, Android 15 – Mémoire RAM: 6 Go extensible jusqu’à 12 Go – Stockage: 256Go – Appareil photo Arrière: IA 50 MP (F1.8) + objectif auxiliaire – Avant : 5 MP (f/2.2) – Connectivité: Wi-Fi, Bluetooth 5.1, 4G – Double SIM – Capacité de la batterie: 5300 mAh – Résistance à l’eau et à la poussière: IP64 – HONOR SuperCharge 35W – Couleur: Cyan – Garantie: 1an",https://bestbuytunisie.tn/smartphone-honor-x6c-12go-256go-4g-cyan-tunisie/
Smartphone oppo A5X 4G 4Go 128Go – Bleu,OPPO,162458,599.000,,4,128,6000,6.67,32,5,4G,,Snapdragon,Bleu,2 an,Oui,"Smartphone Oppo A5x – Écran: 6.67″ – Type d’écran: LCD – Résolution: 720 x 1604 pixels – RAM: 4 Go – Mémoire: 128 Go – Processeur: Snapdragon® 6s 4G Gen 1 – Système d’exploitation: ColorOs 15.0 – Caméra arrière: 32 MP – Frontale: 5 MP – Connectivité: 4G,Wifi,Bluetooth 5.0 – Bluetooth: 5.0 – Capteurs : Capteur de proximité , Accéléromètre ,  Télécommande infrarouge , Induction géomagnétique , Capteur d’empreintes latéral , Reconnaissance faciale – Résistant à la poussière et à l’eau IP65 – Haut-parleurs stéréo – Batterie: 6000 mAh – Charge rapide 45 W filaire -Double SIM – Couleur: Bleu – Garantie: 2 ans",https://bestbuytunisie.tn/smartphone-oppo-a5x-4g-4go-128go-bleu-tunisie/
Smartphone oppo A5X 4G 4Go 128Go – Blanc,OPPO,162469,599.000,,4,128,6000,6.67,32,5,4G,,Snapdragon,Blanc,2 an,Oui,"Smartphone Oppo A5x – Écran: 6.67″ – Type d’écran: LCD – Résolution: 720 x 1604 pixels – RAM: 4 Go – Mémoire: 128 Go – Processeur: Snapdragon® 6s 4G Gen 1 – Système d’exploitation: ColorOs 15.0 – Caméra arrière: 32 MP – Frontale: 5 MP – Connectivité: 4G,Wifi,Bluetooth 5.0 – Bluetooth: 5.0 – Capteurs : Capteur de proximité , Accéléromètre ,  Télécommande infrarouge , Induction géomagnétique , Capteur d’empreintes latéral , Reconnaissance faciale – Résistant à la poussière et à l’eau IP65 – Haut-parleurs stéréo – Batterie: 6000 mAh – Charge rapide 45 W filaire -Double SIM – Couleur: Blanc – Garantie: 2 ans",https://bestbuytunisie.tn/smartphone-oppo-a5x-4g-4go-128go-blanc-tunisie/
Smartphone Xiaomi Redmi 15C 5G 4Go 128Go Noir,Xiaomi,174472,599.000,,4,128,6000,,50,8,5G,Android 15,MediaTek,Noir,1an,Oui,"– Ecran : LCD IPS, Dot Drop 6.9″ – Résolution : 720 x 1600 pixels – Processeur : MediaTek Helio G81-Ultra (12 nm) Octa-Core – Système d’exploitation :  Android 15,HyperOS 2 – Mémoire : 4Go extensible jusqu’à 8Go – Stockage : 128Go – Appareil photo arrière : 50MP f/1,8 – Appareil photo frontale :  8MP f/2,0 – Capacité de Batterie : 6000 mAh – Charge rapide : 33W – Connectivité: 5G , Wi-Fi , Bluetooth 5.4, NFC, Prise casque 3.5 mm – Capteur : Capteur de proximité virtuel , Capteur de lumière ambiante , Accéléromètre , Boussole électronique – Sécurité : Capteur d’empreintes digitales latéral – Déverrouillage par reconnaissance faciale via l’IA – Résistant aux éclaboussures, à l’eau et à la poussière IP64 – Double SIM – Couleur: Noir – Garantie: 1an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-15c-5g-4go-128go-noir-tunisie/
Smartphone Xiaomi Redmi 15C 5G 4Go 128Go Vert,Xiaomi,174484,599.000,,4,128,6000,,50,8,5G,Android 15,MediaTek,Vert,1an,Oui,"– Ecran : LCD IPS, Dot Drop 6.9″ – Résolution : 720 x 1600 pixels – Processeur : MediaTek Helio G81-Ultra (12 nm) Octa-Core – Système d’exploitation :  Android 15,HyperOS 2 – Mémoire : 4Go extensible jusqu’à 8Go – Stockage : 128Go – Appareil photo arrière : 50MP f/1,8 – Appareil photo frontale :  8MP f/2,0 – Capacité de Batterie : 6000 mAh – Charge rapide : 33W – Connectivité: 5G , Wi-Fi , Bluetooth 5.4, NFC, Prise casque 3.5 mm – Capteur : Capteur de proximité virtuel , Capteur de lumière ambiante , Accéléromètre , Boussole électronique – Sécurité : Capteur d’empreintes digitales latéral – Déverrouillage par reconnaissance faciale via l’IA – Résistant aux éclaboussures, à l’eau et à la poussière IP64 – Double SIM – Couleur: Vert – Garantie: 1an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-15c-5g-4go-128go-vert-tunisie/
Smartphone Vivo Y29 8Go 256Go – Noble Brown,Vivo,180683,599.000,,8,256,6500,6.68,50,8,4G,Android 15,Snapdragon,Noble Brown,1an,Oui,"VIVO Y29 -Écran : 6.68″ LCD IPS(720 × 1608 pixels) ,120 Hz, 1 000 nits – Processeur: Snapdragon 685 (6 nm) , Octa Core – Système d’exploitation: Android 15 , funtouch OS 15 – RAM: 8Go (extensible jusqu’à 16Go) – Stockage: 256Go – Appareils Photos Arrière: Dual 50MP + 2MP – Frontale: 8MP – Connectivité: Wifi 4G et Bluetooth 5.0 – Batterie: 6500mAh – Charge rapide : 44W -image avec IA – Conception solide anti-chute – Capteur d’empreintes digitales capacitif monté sur le côté – Protection IP64 – Double SIM – Couleur : Marron – Garantie: 1an",https://bestbuytunisie.tn/smartphone-vivo-y29-8go-256go-noble-brown-tunisie/
Smartphone Vivo Y29 8Go 256Go – Blanc,Vivo,180695,599.000,,8,256,6500,6.68,50,8,4G,Android 15,Snapdragon,Blanc,1an,Oui,"VIVO Y29 -Écran : 6.68″ LCD IPS(720 × 1608 pixels) ,120 Hz, 1 000 nits – Processeur: Snapdragon 685 (6 nm) , Octa Core – Système d’exploitation: Android 15 , funtouch OS 15 – RAM: 8Go (extensible jusqu’à 16Go) – Stockage: 256Go – Appareils Photos Arrière: Dual 50MP + 2MP – Frontale: 8MP – Connectivité: Wifi 4G et Bluetooth 5.0 – Batterie: 6500mAh – Charge rapide : 44W -image avec IA – Conception solide anti-chute – Capteur d’empreintes digitales capacitif monté sur le côté – Protection IP64 – Double SIM – Couleur : Blanc – Garantie: 1an",https://bestbuytunisie.tn/smartphone-vivo-y29-8go-256go-blanc-tunisie/
Smartphone Xiaomi Redmi 13C 4Go 128Go 5G – Sliver,Xiaomi,150318,629.000,,4,128,5000,6.74,,5,5G,Android 13,MediaTek,Sliver,1 an,Oui,"– Écran: 6,74″ Dot Drop IPS (1600×720 pixels) 90Hz – Processeur: Mediatek MT6769Z Hélio G85 (12nm) Octa-core – Système d’exploitation: Android 13, MIUI 14 – Mémoire RAM: 4Go – Stockage: 128Go – Appareil Photo Arrière: Dual 50MP – Appareil Photo Frontale: 5MP – Wifi, 5G et Bluetooth 5.3 – Batterie: 5000 mAh – Charge rapide 18W – Capteur d’empreintes digitales latéral, Déverrouillage du visage par l’IA – Couleur: Sliver – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-13c-4go-128go-5g-sliver-tunisie/
Smartphone Xiaomi Redmi 13C 4Go 128Go 5G – Noir,Xiaomi,150332,629.000,,4,128,5000,6.74,,5,5G,Android 13,MediaTek,Noir,1 an,Oui,"– Écran: 6,74″ Dot Drop IPS (1600×720 pixels) 90Hz – Processeur: Mediatek MT6769Z Hélio G85 (12nm) Octa-core – Système d’exploitation: Android 13, MIUI 14 – Mémoire RAM: 4Go – Stockage: 128Go – Appareil Photo Arrière: Dual 50MP – Appareil Photo Frontale: 5MP – Wifi, 5G et Bluetooth 5.3 – Batterie: 5000 mAh – Charge rapide 18W – Capteur d’empreintes digitales latéral, Déverrouillage du visage par l’IA – Couleur: Noir – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-13c-4go-128go-5g-noir-tunisie/
Smartphone HONOR X7D 6Go 128Go 5G – Noir,Honor,170550,639.000,,6,128,6500,,50,5,5G,Android 15,Snapdragon,Noir,1 an,Oui,"Smartphone HONOR X7D – Écran : 6.77 TFT LCD ( 1610 x 720 pixel ) – Processeur: Qualcomm Snapdragon 6s Gen 3 Octa-core – Système d’exploitation: MagicOS 9.0 (basé sur Android 15) – Mémoire RAM: 6Go – Stockage: 128Go – Appareil photo Arrière: 50MP (f/1.8) || Caméra de profondeur 2MP (f/2.4) – Appareil photo Frontale: 5MP (ouverture f/2.2) – Connectivité: Wifi , 5G et Bluetooth 5.0 – Double SIM – Résistance à l’eau et à la poussière: IP65 – Capacité de la batterie: 6500 mAh – HONOR SuperCharge 35W – Capteurs : – Capteur de gravité – Boussole – Capteur d’accélération – Capteur de lumière ambiante – Capteur de proximité – Bouton IA instantané – Capteur d’empreintes digitales – Couleur: Noir – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-honor-x7d-6go-128go-5g-noir-tunisie/
Smartphone HONOR X7D 6Go 128Go 5G – Gold,Honor,170588,639.000,,6,128,6500,,50,5,5G,Android 15,Snapdragon,Gold,1 an,Oui,"Smartphone HONOR X7D – Écran : 6.77 TFT LCD ( 1610 x 720 pixel ) – Processeur: Qualcomm Snapdragon 6s Gen 3 Octa-core – Système d’exploitation: MagicOS 9.0 (basé sur Android 15) – Mémoire RAM: 6Go – Stockage: 128Go – Appareil photo Arrière: 50MP (f/1.8) || Caméra de profondeur 2MP (f/2.4) – Appareil photo Frontale: 5MP (ouverture f/2.2) – Connectivité: Wifi , 5G et Bluetooth 5.0 – Double SIM – Résistance à l’eau et à la poussière: IP65 – Capacité de la batterie: 6500 mAh – HONOR SuperCharge 35W – Capteurs : – Capteur de gravité – Boussole – Capteur d’accélération – Capteur de lumière ambiante – Capteur de proximité – Bouton IA instantané – Capteur d’empreintes digitales – Couleur: Gold – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-honor-x7d-6go-128go-5g-gold-tunisie/
Smartphone HONOR X7D 6Go 128Go 5G – Silver,Honor,170589,639.000,,6,128,6500,,50,5,5G,Android 15,Snapdragon,Silver,1 an,Oui,"Smartphone HONOR X7D – Écran : 6.77 TFT LCD ( 1610 x 720 pixel ) – Processeur: Qualcomm Snapdragon 6s Gen 3 Octa-core – Système d’exploitation: MagicOS 9.0 (basé sur Android 15) – Mémoire RAM: 6Go – Stockage: 128Go – Appareil photo Arrière: 50MP (f/1.8) || Caméra de profondeur 2MP (f/2.4) – Appareil photo Frontale: 5MP (ouverture f/2.2) – Connectivité: Wifi , 5G et Bluetooth 5.0 – Double SIM – Résistance à l’eau et à la poussière: IP65 – Capacité de la batterie: 6500 mAh – HONOR SuperCharge 35W – Capteurs : – Capteur de gravité – Boussole – Capteur d’accélération – Capteur de lumière ambiante – Capteur de proximité – Bouton IA instantané – Capteur d’empreintes digitales – Couleur: Silver – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-honor-x7d-6go-128go-5g-silver-tunisie/
Smartphone Samsung Galaxy A16 6Go 128Go – Noir,Samsung,143504,649.000,,6,128,5000,6.7,50,13,4G,,Octa Core,Noir,1an,Oui,"Smartphone SAMSUNG GALAXY A16 – Écran : 6.7″ Super Amoled  FHD+ (2340x 1080px) – Processeur: Octa-core -Système d’exploitation: Android – Mémoire RAM: 6 Go – Stockage: 128 Go – Appareil photo Arrière: Trio 50MP + 5MP + 2MP – Appareil Photo Frontale: 13MP – Connectivité: 4G, Wifi et Bluetooth 5.3 – Double SIM – Capacité de la batterie: 5000 mAh – Empreinte digitale – NFC – Couleur: Noir – Garantie: 1an",https://bestbuytunisie.tn/smartphone-samsung-galaxy-a16-6go-128go-noir-tunisie/
Smartphone Samsung Galaxy A16 6Go 128Go – Gris,Samsung,,649.000,,6,128,,,,,,,,Gris,,Oui,,https://bestbuytunisie.tn/smartphone-samsung-galaxy-a16-6go-128go-gris-tunisie/
Smartphone Samsung Galaxy A16 6Go 128Go – Vert,Samsung,,649.000,,6,128,,,,,,,,Vert,,Oui,,https://bestbuytunisie.tn/smartphone-samsung-galaxy-a16-6go-128go-vert-tunisie/
Smartphone Xiaomi Redmi 15 8Go 256Go Noir,Xiaomi,164862,669.000,,8,256,7000,6.9,50,8,4G,Android 15,Snapdragon,Noir,1 an,Oui,"– Écran : 6,9″ LCD IPS (2340 × 1080), jusqu’à 144Hz – Processeur: Snapdragon® 685 Octa-core – Système d’exploitation: Android 15, HyperOS 2 – Mémoire RAM: 8Go extensible jusqu’à 16Go – Stockage: 256Go – Appareil photo Arrière: Dual 50MP + Objectif Auxiliaire – Appareil Frontale: 8MP – Connectivité: Wi-Fi (2,4 GHz | 5 GHz), 4G et Bluetooth 5.0 – Batterie: 7000 mAh – Charge rapide : 33W – Capteur d’empreintes digitales latéral, Déverrouillage du visage par IA – Résistance à l’eau et à la poussière: IP64 – Couleur: Noir – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-15-8go-256go-noir-tunisie/
Smartphone Xiaomi Redmi 15 8Go 256Go Gris Titane,Xiaomi,164881,669.000,,8,256,7000,6.9,50,8,4G,Android 15,Snapdragon,Gris Titane,1 an,Oui,"– Écran : 6,9″ LCD IPS (2340 × 1080), jusqu’à 144Hz – Processeur: Snapdragon® 685 Octa-core – Système d’exploitation: Android 15, HyperOS 2 – Mémoire RAM: 8Go extensible jusqu’à 16Go – Stockage: 256Go – Appareil photo Arrière: Dual 50MP + Objectif Auxiliaire – Appareil Frontale: 8MP – Connectivité: Wi-Fi (2,4 GHz | 5 GHz), 4G et Bluetooth 5.0 – Batterie: 7000 mAh – Charge rapide : 33W – Capteur d’empreintes digitales latéral, Déverrouillage du visage par IA – Résistance à l’eau et à la poussière: IP64 – Couleur: Gris Titane – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-15-8go-256go-gris-titane-tunisie/
Smartphone Xiaomi Redmi 15 8Go 256Go Violet,Xiaomi,164891,669.000,,8,256,7000,6.9,50,8,4G,Android 15,Snapdragon,Violet,1 an,Oui,"– Écran : 6,9″ LCD IPS (2340 × 1080), jusqu’à 144Hz – Processeur: Snapdragon® 685 Octa-core – Système d’exploitation: Android 15, HyperOS 2 – Mémoire RAM: 8Go extensible jusqu’à 16Go – Stockage: 256Go – Appareil photo Arrière: Dual 50MP + Objectif Auxiliaire – Appareil Frontale: 8MP – Connectivité: Wi-Fi (2,4 GHz | 5 GHz), 4G et Bluetooth 5.0 – Batterie: 7000 mAh – Charge rapide : 33W – Capteur d’empreintes digitales latéral, Déverrouillage du visage par IA – Résistance à l’eau et à la poussière: IP64 – Couleur: Violet – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-15-8go-256go-violet-tunisie/
Smartphone Xiaomi Redmi Note 14 4G 6Go 128Go – Sand Gold,Xiaomi,177746,669.000,,6,128,5500,,108,20,4G,,MediaTek,Sand Gold,1 an,Oui,"– Ecran : 6,67  » AMOLED  (2400 x 1080) Jusqu’à 120 Hz – Processeur : Helio G99-Ultra 8 cœurs jusqu’à 2,2 GHz GPU : Mali-G57 MC2 – Système d’exploitation : Xiaomi HyperOS – Mémoire : 6Go – Stockage : 128Go – Appareil photo Arrière : Triple objectif 108 MP + 2 MP + 2 MP – Appareil Photo Frontale : 20MP (f/2.2) – Capacité de Batterie : 5500mAh (typique) – Charge : turbo 33 W – Connectivité: 4G, Wifi et Bluetooth 5.3 – Double haut-parleur Dolby Atmos – Sécurité : Capteur d’empreintes digitales intégré à l’écran – Déverrouillage par reconnaissance faciale via l’IA – Double Sim – Capteur : Capteur de proximité virtuel – Capteur de lumière ambiante – Accéléromètre – Boussole électronique – Émetteur infrarouge – Résistance à l’eau et à la poussière : IP54 – Couleur: Sand Gold – Garantie : 1 an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-note-14-4g-6go-128go-sand-gold-tunisie/
smartphone oppo A5 4G 6Go 128Go – Vert,OPPO,161794,699.000,,6,128,6000,6.67,50,8,4G,,Snapdragon,Vert,2 an,Oui,"Oppo A5 4G -Écran: 6.67″ -Type d’écran : LCD -Résolution : 720 x 1604 pixels -RAM: 6 Go -Mémoire: 128 Go -Processeur: Snapdragon® 6s 4G Gen 1 -Système d’exploitation: ColorOs 15 -Caméra arrière: 50 MP , 2 MP -Frontale: 8 MP -Connectivité: 4G,Wifi,Bluetooth 5.0 -Bluetooth: 5.0 -Capteurs: Empreinte digitale (montée sur le côté), accéléromètre, proximité, boussol e -Résistant à la poussière et à l’eau IP65 -Batterie: 6000 mAh -Charge rapide 45 W filaire -Double SIM – Couleur: Vert – Garantie: 2 ans",https://bestbuytunisie.tn/smartphone-oppo-a5-4g-6go-128go-vert-tunisie/
smartphone oppo A5 4G 6Go 128Go – Blanc,OPPO,161806,699.000,,6,128,6000,6.67,50,8,4G,,Snapdragon,Blanc,2 an,Oui,"Oppo A5 4G -Écran: 6.67″ -Type d’écran : LCD -Résolution : 720 x 1604 pixels -RAM: 6 Go -Mémoire: 128 Go -Processeur: Snapdragon® 6s 4G Gen 1 -Système d’exploitation: ColorOs 15 -Caméra arrière: 50 MP , 2 MP -Frontale: 8 MP -Connectivité: 4G,Wifi,Bluetooth 5.0 -Bluetooth: 5.0 -Capteurs: Empreinte digitale (montée sur le côté), accéléromètre, proximité, boussol e -Résistant à la poussière et à l’eau IP65 -Batterie: 6000 mAh -Charge rapide 45 W filaire -Double SIM – Couleur: Blanc – Garantie: 2 ans",https://bestbuytunisie.tn/smartphone-oppo-a5-4g-6go-128go-blanc-tunisie/
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go – Noir,Samsung,177547,699.000,,6,128,5000,6.7,50.0,13.0,4G,Android 15,MediaTek,Noir,1 an,Oui,"– Ecran : 6.7″ (1080 x 2340 pixels) Super AMOLED, 90Hz – Processeur: Mediatek Helio G99 (6nm) Octa-Core – Système d’exploitation: Android 15 – Mémoire: 6Go – Stockage: 128Go – Appareil photo Arrière: 50.0 MP + 5.0 MP + 2.0 MP – Appareil photo Frontale: 13.0 MP – Capacité de Batterie: 5000 mAh – Connectivité: Wifi et Bluetooth 5.3, 4G – Double Sim – Résistant à la poussière et à l’eau IP54 – Couleur: Noir – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-noir-tunisie/
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go – Gris,Samsung,177564,699.000,,6,128,5000,6.7,50.0,13.0,4G,Android 15,MediaTek,Gris,1 an,Oui,"– Ecran : 6.7″ (1080 x 2340 pixels) Super AMOLED, 90Hz – Processeur: Mediatek Helio G99 (6nm) Octa-Core – Système d’exploitation: Android 15 – Mémoire: 6Go – Stockage: 128Go – Appareil photo Arrière: 50.0 MP + 5.0 MP + 2.0 MP – Appareil photo Frontale: 13.0 MP – Capacité de Batterie: 5000 mAh – Connectivité: Wifi et Bluetooth 5.3, 4G – Double Sim – Résistant à la poussière et à l’eau IP54 – Couleur: Gris – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-gris-tunisie/
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go – Bleu Clair,Samsung,177585,699.000,,6,128,5000,6.7,50.0,13.0,4G,Android 15,MediaTek,Bleu Clair,1 an,Oui,"– Ecran : 6.7″ (1080 x 2340 pixels) Super AMOLED, 90Hz – Processeur: Mediatek Helio G99 (6nm) Octa-Core – Système d’exploitation: Android 15 – Mémoire: 6Go – Stockage: 128Go – Appareil photo Arrière: 50.0 MP + 5.0 MP + 2.0 MP – Appareil photo Frontale: 13.0 MP – Capacité de Batterie: 5000 mAh – Connectivité: Wifi et Bluetooth 5.3, 4G – Double Sim – Résistant à la poussière et à l’eau IP54 – Couleur: Bleu Clair – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-bleu-clair-tunisie/
Smartphone Xiaomi Redmi 15C 5G 8Go 256Go Noir,Xiaomi,174473,719.000,,8,256,6000,,50,8,5G,Android 15,MediaTek,Noir,1an,Oui,"– Ecran : LCD IPS, Dot Drop 6.9″ – Résolution : 720 x 1600 pixels – Processeur : MediaTek Helio G81-Ultra (12 nm) Octa-Core – Système d’exploitation :  Android 15,HyperOS 2 – Mémoire : 8Go extensible jusqu’à 16Go – Stockage : 256Go – Appareil photo arrière : 50MP f/1,8 – Appareil photo frontale :  8MP f/2,0 – Capacité de Batterie : 6000 mAh – Charge rapide : 33W – Connectivité: 5G , Wi-Fi , Bluetooth 5.4, NFC, Prise casque 3.5 mm – Capteur : Capteur de proximité virtuel , Capteur de lumière ambiante , Accéléromètre , Boussole électronique – Sécurité : Capteur d’empreintes digitales latéral – Déverrouillage par reconnaissance faciale via l’IA – Résistant aux éclaboussures, à l’eau et à la poussière IP64 – Double SIM – Couleur: Noir – Garantie: 1an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-15c-5g-8go-256go-noir-tunisie/
Smartphone Xiaomi Redmi 15C 5G 8Go 256Go Vert,Xiaomi,174488,719.000,,8,256,6000,,50,8,5G,Android 15,MediaTek,Vert,1an,Oui,"– Ecran : LCD IPS, Dot Drop 6.9″ – Résolution : 720 x 1600 pixels – Processeur : MediaTek Helio G81-Ultra (12 nm) Octa-Core – Système d’exploitation :  Android 15,HyperOS 2 – Mémoire : 8Go extensible jusqu’à 16Go – Stockage : 256Go – Appareil photo arrière : 50MP f/1,8 – Appareil photo frontale :  8MP f/2,0 – Capacité de Batterie : 6000 mAh – Charge rapide : 33W – Connectivité: 5G , Wi-Fi , Bluetooth 5.4, NFC, Prise casque 3.5 mm – Capteur : Capteur de proximité virtuel , Capteur de lumière ambiante , Accéléromètre , Boussole électronique – Sécurité : Capteur d’empreintes digitales latéral – Déverrouillage par reconnaissance faciale via l’IA – Résistant aux éclaboussures, à l’eau et à la poussière IP64 – Double SIM – Couleur: Vert – Garantie: 1an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-15c-5g-8go-256go-vert-tunisie/
Smartphone Xiaomi Redmi 15C 5G 8Go 256Go Violet,Xiaomi,174489,719.000,,8,256,6000,,50,8,5G,Android 15,MediaTek,Violet,1an,Oui,"– Ecran : LCD IPS, Dot Drop 6.9″ – Résolution : 720 x 1600 pixels – Processeur : MediaTek Helio G81-Ultra (12 nm) Octa-Core – Système d’exploitation :  Android 15,HyperOS 2 – Mémoire : 8Go extensible jusqu’à 16Go – Stockage : 256Go – Appareil photo arrière : 50MP f/1,8 – Appareil photo frontale :  8MP f/2,0 – Capacité de Batterie : 6000 mAh – Charge rapide : 33W – Connectivité: 5G , Wi-Fi , Bluetooth 5.4, NFC, Prise casque 3.5 mm – Capteur : Capteur de proximité virtuel , Capteur de lumière ambiante , Accéléromètre , Boussole électronique – Sécurité : Capteur d’empreintes digitales latéral – Déverrouillage par reconnaissance faciale via l’IA – Résistant aux éclaboussures, à l’eau et à la poussière IP64 – Double SIM – Couleur: Violet – Garantie: 1an",https://bestbuytunisie.tn/smartphone-xiaomi-redmi-15c-5g-8go-256go-violet-tunisie/
Smartphone HONOR X7C 5G 8Go 256Go – Vert,Honor,143122,799.000,799.000,8,256,5200,6.8,50,5,5G,Android 14,Snapdragon,Vert,1 an,Oui,"Smartphone HONOR X7C 5G – Écran : 6.8″ TFT LCD (2412 x 1080 px) – Processeur: Snapdragon 4 (Gen 2) – Système d’exploitation: Android 14, magicOS 8.0 – Mémoire RAM: 8Go extensible jusqu’à 16 Go – Stockage: 256Go – Appareil photo Arrière: 50MP (f/1.8) || Caméra de profondeur 2MP (f/2.4) – Appareil photo Frontale: 5MP (ouverture f/2.2) – Connectivité: Wifi 5G et Bluetooth 5.0 – Double SIM – Résistance à l’eau et à la poussière: IP64 – Capacité de la batterie: 5200 mAh – HONOR SuperCharge 35W – Empreinte digitale – Couleur: Vert – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-honor-x7c-8go-256go-vert-tunisie/
Smartphone HONOR X7C 5G 8Go 256Go – Blanc,Honor,143130,799.000,799.000,8,256,5200,6.8,50,5,5G,Android 14,Snapdragon,Blanc,1 an,Oui,"Smartphone HONOR X7C 5G – Écran : 6.8″ TFT LCD (2412 x 1080 px) – Processeur: Snapdragon 4 (Gen 2) – Système d’exploitation: Android 14, magicOS 8.0 – Mémoire RAM: 8Go extensible jusqu’à 16 Go – Stockage: 256Go – Appareil photo Arrière: 50MP (f/1.8) || Caméra de profondeur 2MP (f/2.4) – Appareil photo Frontale: 5MP (ouverture f/2.2) – Connectivité: Wifi 5G et Bluetooth 5.0 – Double SIM – Résistance à l’eau et à la poussière: IP64 – Capacité de la batterie: 5200 mAh – HONOR SuperCharge 35W – Empreinte digitale – Couleur: Blanc – Garantie: 1 an",https://bestbuytunisie.tn/smartphone-honor-x7c-8go-256go-blanc-tunisie/
Smartphone Samsung Galaxy A16 8Go 256Go – Gris,Samsung,143510,799.000,799.000,8,256,5000,6.7,50,13,4G,,Octa Core,Gris,1an,Oui,"Smartphone SAMSUNG GALAXY A16 – Écran : 6.7″ Super Amoled  FHD+ (2340x 1080px) – Processeur: Octa-core -Système d’exploitation: Android – Mémoire RAM: 8 Go – Stockage: 256 Go – Appareil photo Arrière: Trio 50MP + 5MP + 2MP – Appareil Photo Frontale: 13MP – Connectivité: 4G, Wifi et Bluetooth 5.3 – Double SIM – Capacité de la batterie: 5000 mAh – Empreinte digitale – NFC – Couleur: Gris – Garantie: 1an",https://bestbuytunisie.tn/smartphone-samsung-galaxy-a16-8go-256go-gris-tunisie/
Smartphone Samsung Galaxy A16 8Go 256Go – Noir,Samsung,143511,799.000,799.000,8,256,5000,6.7,50,13,4G,,Octa Core,Noir,1an,Oui,"Smartphone SAMSUNG GALAXY A16 – Écran : 6.7″ Super Amoled  FHD+ (2340x 1080px) – Processeur: Octa-core -Système d’exploitation: Android – Mémoire RAM: 8 Go – Stockage: 256 Go – Appareil photo Arrière: Trio 50MP + 5MP + 2MP – Appareil Photo Frontale: 13MP – Connectivité: 4G, Wifi et Bluetooth 5.3 – Double SIM – Capacité de la batterie: 5000 mAh – Empreinte digitale – NFC – Couleur: Noir – Garantie: 1an",https://bestbuytunisie.tn/smartphone-samsung-galaxy-a16-8go-256go-noir-tunisie/
